=== GL 226-001 non-BTB entries (TGL < 2026-01-01) ===
VOUCHER|TGL|KET|K|D|NET
210510115100004|10/23/2015 00:00:00|TOYO ABADI MAKMUR (084/04/2015), SRT JLN. 097/04/T Hutang Dagang |0.000000|72100000.000000|-72100000.000000
200410115100128|10/28/2015 00:00:00|TK.020-290715, TK.022-050815, INV.2015440-CTG, NO.|0.000000|671060.000000|-671060.000000
200410115100128|10/28/2015 00:00:00|TK.605-130515, INV.20150421-CTG, TAM.9.10.2015 - (|0.000000|569400000.000000|-569400000.000000
200410115100128|10/28/2015 00:00:00|TK.018-070715, INV.20150341-CTG, NO. 004 - (INV.20|0.000000|867606.500000|-867606.500000
200410115100054|10/28/2015 00:00:00|TK.607-210715, INV. 30007024, TAM.9.11.2015 - (30007024)  Hutang Dagang |0.000000|737300000.000000|-737300000.000000
200410115100052|10/28/2015 00:00:00|TK.607-210715, INV. 30007024, TAM.9.11.2015 - (30007024)  Hutang Dagang |0.000000|1460000000.000000|-1460000000.000000
200410115100058|10/29/2015 00:00:00|MAS - (077)  Hutang Dagang |0.000000|25000250.000000|-25000250.000000
200410115100063|10/29/2015 00:00:00| MAS- (068)  Hutang Dagang |0.000000|25000250.000000|-25000250.000000
200410115100053|10/29/2015 00:00:00|NUGROHO TEKNIK - (059)  Hutang Dagang |0.000000|12960000.000000|-12960000.000000
200410115100058|10/29/2015 00:00:00|MITRA ABADI SEJATI, PT (073/MAS-PRO.INV) - (073/MAS-PRO.INV)  Hutang Dagang |0.000000|25000250.000000|-25000250.000000
200410115100058|10/29/2015 00:00:00| MAS- (074)  Hutang Dagang |0.000000|25000250.000000|-25000250.000000
200410115100063|10/29/2015 00:00:00|MAS - (067)  Hutang Dagang |0.000000|25000250.000000|-25000250.000000
200410115100053|10/29/2015 00:00:00|NUGROHO  - (060)  Hutang Dagang |0.000000|8640000.000000|-8640000.000000
200410115100058|10/29/2015 00:00:00|MULIA JAYA - (078)  Hutang Dagang |0.000000|25000250.000000|-25000250.000000
15112004P002P|11/02/2015 00:00:00|075|0.000000|70000000.000000|-70000000.000000
15112004P002P|11/02/2015 00:00:00|076|0.000000|70000000.000000|-70000000.000000
200410115110040|11/02/2015 00:00:00|BAHAGIA BEARING - (BJL15100712) |0.000000|804600.000000|-804600.000000
200410115110040|11/02/2015 00:00:00|BAHAGIA BEARING - (BJL15101015) |0.000000|410800.000000|-410800.000000
200410115110035|11/02/2015 00:00:00|TK.608-210715, INV. 30007025, TAM.9.12.2015 - (30007025) |0.000000|730000000.000000|-730000000.000000
200410115110036|11/03/2015 00:00:00|TK.609-210715, INV. 30007029B, TAM.10.03.2015 - (30007029B) |0.000000|346480000.000000|-346480000.000000
200410115110036|11/03/2015 00:00:00|TK.609-210715, INV. 30007029A, TAM.10.03.2015 - (30007029A) |0.000000|1073520000.000000|-1073520000.000000
200410115110036|11/03/2015 00:00:00|TK.608-210715, INV. 30007025, TAM.9.12.2015 - (30007025) |0.000000|1477520000.000000|-1477520000.000000
200410116110001|11/04/2015 00:00:00|MULIA JAYA - (4657) |0.000000|5533000.000000|-5533000.000000
200410116110001|11/04/2015 00:00:00|MULIA JAYA - (4653) |0.000000|9500000.000000|-9500000.000000
200410116110001|11/04/2015 00:00:00|MULIA JAYA - (4642) |0.000000|10678500.000000|-10678500.000000
200410115110065|11/04/2015 00:00:00|MULIA JAYA - (4666) |0.000000|5130749.500000|-5130749.500000
200410115110065|11/04/2015 00:00:00| MULIA JAYA- (4675) |0.000000|16844000.000000|-16844000.000000
200410115110065|11/04/2015 00:00:00|MULIA JAYA - (4671) |0.000000|4274500.000000|-4274500.000000
200410116110001|11/04/2015 00:00:00|MULIA JAYA - (4650) |0.000000|7083501.600000|-7083501.600000
200410115110065|11/04/2015 00:00:00|MULIA JAYA - (4674) |0.000000|8550000.200000|-8550000.200000
200410116110001|11/04/2015 00:00:00|MULIA JAYA - (04652) |0.000000|6735000.000000|-6735000.000000
200410115110065|11/04/2015 00:00:00|MULIA JAYA - (4665) |0.000000|7625000.000000|-7625000.000000
200410115110066|11/05/2015 00:00:00| ALAM JAYA- (01) |0.000000|979500.000000|-979500.000000
200410115110066|11/05/2015 00:00:00|ALAM JAYA - (02) |0.000000|1857500.000000|-1857500.000000
200410115110037|11/05/2015 00:00:00|TOKO KEMENANGAN , INV 174|0.000000|32425000.000000|-32425000.000000
200410115110091|11/06/2015 00:00:00| CANDRA- (2097)  Hutang Dagang |0.000000|7500000.000000|-7500000.000000
200410115110091|11/06/2015 00:00:00|INTI NEPEL - (1094)  Hutang Dagang |0.000000|2651000.000000|-2651000.000000
200410115110091|11/06/2015 00:00:00|ERKA - (17666)  Hutang Dagang |0.000000|1200000.000000|-1200000.000000
200410115110091|11/06/2015 00:00:00|ERKA JAYA (10512) - (10512)  Hutang Dagang |0.000000|300000.000000|-300000.000000
200410115110091|11/06/2015 00:00:00| - (1105)  Hutang Dagang |0.000000|1419000.000000|-1419000.000000
210510115110002|11/06/2015 00:00:00|SRT JLN: 370/09/TAM/14, PO 050-260914-TAM - (316/0 Hutang Dagang |0.000000|24000000.000000|-24000000.000000
210510115110002|11/06/2015 00:00:00|SRT JLN : 425/11/TAM/14, PO 122-061114-BB, KT 1411|0.000000|24800000.000000|-24800000.000000
200410115110091|11/06/2015 00:00:00|LESTARI MESENERY - (07)  Hutang Dagang |0.000000|3750000.000000|-3750000.000000
210510115110002|11/06/2015 00:00:00|SRT JLN: 296/08/TAM/14, PO 032-240714-TAM, KT1408/ Hutang Dagang |0.000000|24000000.000000|-24000000.000000
200410115110091|11/06/2015 00:00:00| - (1107)  Hutang Dagang |0.000000|957000.000000|-957000.000000
200410115110091|11/06/2015 00:00:00| - (17827)  Hutang Dagang |0.000000|1050000.030000|-1050000.030000
210510115110002|11/06/2015 00:00:00|SRT JLN : 347/09/TAM /14, PO 043-120914-TAM - (302|0.000000|24000000.000000|-24000000.000000
200410115110045|11/09/2015 00:00:00|CAYAPATA - (05.03349) |0.000000|11220000.000000|-11220000.000000
200410115110041|11/09/2015 00:00:00|GENETRON R-134 - (FJ-15-10-00073) |0.000000|19000000.000000|-19000000.000000
200410115110038|11/09/2015 00:00:00|NUGROHO TEKNIK - (62) |0.000000|8885000.040000|-8885000.040000
200410115110038|11/09/2015 00:00:00|NUGROHO - (063) |0.000000|10780000.020000|-10780000.020000
210510115110006|11/09/2015 00:00:00|TK.021-050815, INV. 1311070811, NO.019 - (13110708 Hutang Dagang |0.000000|50193597.000000|-50193597.000000
200410115110042|11/09/2015 00:00:00|GALAXY ANDRO - (112) |0.000000|7600000.000000|-7600000.000000
200410115110039|11/09/2015 00:00:00| DWI SUKSES- (127) |0.000000|24164999.400000|-24164999.400000
200410115110038|11/09/2015 00:00:00|NUGROHO TEKNIK - (061) |0.000000|13860000.300000|-13860000.300000
200410115110042|11/09/2015 00:00:00|GALAXY ANDO - (018) |0.000000|7600000.000000|-7600000.000000
200410115110050|11/11/2015 00:00:00|TOYO - (005/01/2015) |0.000000|962500.000000|-962500.000000
200410115110048|11/11/2015 00:00:00| TOYO- (076/03/2015) |0.000000|4620000.000000|-4620000.000000
200410115110048|11/11/2015 00:00:00| TOYO- (081/03/2015) |0.000000|13340000.000000|-13340000.000000
200410115110049|11/11/2015 00:00:00|TOYO - (020/01/2015) |0.000000|9790000.000000|-9790000.000000
200410115110048|11/11/2015 00:00:00|TOYO - (072/03/2015) |0.000000|3685000.000000|-3685000.000000
200410115110050|11/11/2015 00:00:00|TOYO - (013/01/2015) |0.000000|3640000.000000|-3640000.000000
200410115110051|11/11/2015 00:00:00|TK.610-210715, INV. 30007047, TAM.10.04.2015 - (30007047) |0.000000|710000000.000000|-710000000.000000
200410115110050|11/11/2015 00:00:00|TOYO - (023/01/2015) |0.000000|4340000.000000|-4340000.000000
200410115110047|11/11/2015 00:00:00|INSULATION SHEET 3/8 - (00248) |0.000000|285000.000000|-285000.000000
200410115110052|11/11/2015 00:00:00|TK.609-210715, INV. 30007029B, TAM.10.03.2015 - (30007029B) |0.000000|727040000.000000|-727040000.000000
200410115110048|11/11/2015 00:00:00|TOYO - (074/03/2015) |0.000000|2000000.000000|-2000000.000000
200410115110050|11/11/2015 00:00:00| TOYO- (014/01/2015) |0.000000|2310000.000000|-2310000.000000
200410115110047|11/11/2015 00:00:00|INSULATION SHEET 3/8 , 1" - (00217) |0.000000|945000.000000|-945000.000000
200410115110050|11/11/2015 00:00:00| TOYO- (021/01/2015) |0.000000|9625000.000000|-9625000.000000
200410115110050|11/11/2015 00:00:00|TOYO - (006/01/2015) |0.000000|4620000.000000|-4620000.000000
200410115110050|11/11/2015 00:00:00|TOYO - (025/01/2015) |0.000000|7700000.000000|-7700000.000000
200410115110050|11/11/2015 00:00:00| TOYO- (004/01/2015) |0.000000|1540000.000000|-1540000.000000
200410115110050|11/11/2015 00:00:00|TOYO - (009/01/2015) |0.000000|3150000.000000|-3150000.000000
200410115110050|11/11/2015 00:00:00|EVAPORATOR FTS-100 12V, EVAPORATOR FTS-100 24V CASING FIBER - (002/01/2015) |0.000000|11016500.000000|-11016500.000000
210510115110004|11/17/2015 00:00:00|TOYO ABADI MAKMUR (173/06/2015 - (173/06/2015)  Hutang Dagang |0.000000|75600000.000000|-75600000.000000
210510115110004|11/17/2015 00:00:00|TOYO ABADI MAKMUR (170/06/2015) - (170/06/2015)  Hutang Dagang |0.000000|75600000.000000|-75600000.000000
210510115110004|11/17/2015 00:00:00|TOYO ABADI MAKMUR (172/06/2015) - (172/06/2015)  Hutang Dagang |0.000000|37800000.000000|-37800000.000000
210510115110004|11/17/2015 00:00:00|TOYO ABADI MAKMUR (149/05/2015) - (149/05/2015)  Hutang Dagang |0.000000|37520000.000000|-37520000.000000
210510115110004|11/17/2015 00:00:00|TOYO ABADI MAKMUR (147/05/2015) - (147/05/2015)  Hutang Dagang |0.000000|37520000.000000|-37520000.000000
200410115110054|11/18/2015 00:00:00|KEMENANGAN INV P201.091015 - (P201.091015) |0.000000|27100000.000000|-27100000.000000
200410115110057|11/20/2015 00:00:00|TK.610-210715, INV. 30007047, TAM.10.04.2015 - (30007047) |0.000000|710000000.000000|-710000000.000000
200410115110113|11/23/2015 00:00:00|INTI NEPEL - (1151)  Hutang Dagang |0.000000|3300000.000000|-3300000.000000
200410115110113|11/23/2015 00:00:00|ALAM JAYA - (AJ14)  Hutang Dagang |0.000000|964500.000000|-964500.000000
200410115110113|11/23/2015 00:00:00| INTI NEPEL- (1124)  Hutang Dagang |0.000000|957000.000000|-957000.000000
200410115110113|11/23/2015 00:00:00| ALAM JAYA- (AJ13)  Hutang Dagang |0.000000|1060000.000000|-1060000.000000
200410115110113|11/23/2015 00:00:00| INTI NEPEL- (1137)  Hutang Dagang |0.000000|2334750.000000|-2334750.000000
200410115110059|11/23/2015 00:00:00|TK.610-210715, INV. 30007047, TAM.10.04.2015 - (30007047) |0.000000|727040000.000000|-727040000.000000
200410115110058|11/23/2015 00:00:00|NUGROHO TEKNIK - (065) |0.000000|11290000.320000|-11290000.320000
200410115110058|11/23/2015 00:00:00|NUGROHO TEKNIK - (064) |0.000000|16390000.130000|-16390000.130000
200410115110113|11/23/2015 00:00:00|ALAM JAYA - (AJ12)  Hutang Dagang |0.000000|245000.000000|-245000.000000
200410115110113|11/23/2015 00:00:00|BANTENG MAS - (BM08)  Hutang Dagang |0.000000|2025013.000000|-2025013.000000
200410115110067|11/25/2015 00:00:00|TK.611-210715, INV.30007078, TAM.10.14.2015 - (30007078) |0.000000|1375000000.000000|-1375000000.000000
200410115110070|11/27/2015 00:00:00|MULIA JAYA - (4695) |0.000000|5000000.000000|-5000000.000000
200410115110071|11/27/2015 00:00:00|MULIA JAYA - (4766) |0.000000|12490000.000000|-12490000.000000
200410115110071|11/27/2015 00:00:00| MULIA JAYA- (4776) |0.000000|3650000.000000|-3650000.000000
200410115110070|11/27/2015 00:00:00| MULIA JAYA- (4676) |0.000000|200000.000000|-200000.000000
200410115110071|11/27/2015 00:00:00|MULIA JAYA - (4753) |0.000000|6312500.000000|-6312500.000000
200410115110070|11/27/2015 00:00:00|MULIA JAYA - (4699) |0.000000|558500.000000|-558500.000000
200410115110070|11/27/2015 00:00:00|MULIA JAYA - (4756) |0.000000|2125000.000000|-2125000.000000
200410115110071|11/27/2015 00:00:00|MULIA JAYA - (4754) |0.000000|1410000.000000|-1410000.000000
200410115110070|11/27/2015 00:00:00| MULIA JAYA- (4672) |0.000000|20355002.000000|-20355002.000000
200410115110070|11/27/2015 00:00:00|MULIA JAYA - (4698) |0.000000|7341000.440000|-7341000.440000
200410115110071|11/27/2015 00:00:00|EXPANTION 134A,  ORIFICE NO.5, SLANG TOGAWA 3/8,5/8 - (4765) |0.000000|24425000.000000|-24425000.000000
210510115110005|11/30/2015 00:00:00|TK.024-100915, 1311071082, NO. 081,082 - (13110710 Hutang Dagang |0.000000|131426625.000000|-131426625.000000
200410115120053|12/02/2015 00:00:00|TK.612-210715, INV. 30007091, TAM.10.15.2015 - (30007091) |0.000000|671000000.000000|-671000000.000000
200410115120147|12/02/2015 00:00:00| - (1165) |0.000000|962500.000000|-962500.000000
200410115120053|12/02/2015 00:00:00|TK.611-210715, INV.30007078, TAM.10.14.2015 - (30007078) |0.000000|704000000.000000|-704000000.000000
200410115120147|12/02/2015 00:00:00| - (1159) |0.000000|1914000.000000|-1914000.000000
200410115120054|12/03/2015 00:00:00|MAS - (104) |0.000000|25000250.000000|-25000250.000000
200410115120056|12/03/2015 00:00:00|TOKO KEMENANGAN 253/TAM/X/2015 - (253/TAM/X/2015) |0.000000|6610000.000000|-6610000.000000
200410115120056|12/03/2015 00:00:00|TOKO KEMENANGAN 235.23.1015 - (235.23.1015) |0.000000|26835000.000000|-26835000.000000
200410115120054|12/03/2015 00:00:00| MAS- (102) |0.000000|25000250.000000|-25000250.000000
200410115120055|12/07/2015 00:00:00|MULIA JAYA - (4770) |0.000000|13575999.660000|-13575999.660000
200410115120055|12/07/2015 00:00:00|MULIA JAYA - (4761) |0.000000|12490000.000000|-12490000.000000
200410115120057|12/07/2015 00:00:00| MULIA JAYA- (4805) |0.000000|2534751.260000|-2534751.260000
200410115120055|12/07/2015 00:00:00|MULIA JAYA - (4771) |0.000000|609000.000000|-609000.000000
200410115120057|12/07/2015 00:00:00| MULIA JAYA- (4822) |0.000000|6245000.000000|-6245000.000000
200410115120057|12/07/2015 00:00:00|MULIA JAYA - (4806) |0.000000|2125000.000000|-2125000.000000
200410115120055|12/07/2015 00:00:00|MULIA JAYA - (4789) |0.000000|5013500.000000|-5013500.000000
200410115120057|12/07/2015 00:00:00|MULIA JAYA - (4824) |0.000000|6245000.000000|-6245000.000000
200410115120055|12/07/2015 00:00:00|MULIA JAYA - (4764) |0.000000|2655000.000000|-2655000.000000
200410115120055|12/07/2015 00:00:00|MULIA JAYA- (4772) |0.000000|5956750.000000|-5956750.000000
200410115120057|12/07/2015 00:00:00|MULIA JAYA - (4820) |0.000000|6664000.000000|-6664000.000000
200410115120055|12/07/2015 00:00:00| MULIA JAYA- (4787) |0.000000|5100000.000000|-5100000.000000
200410115120057|12/07/2015 00:00:00|MULIA JAYA - (4815) |0.000000|9313000.000000|-9313000.000000
200410115120057|12/07/2015 00:00:00|MULIA JAYA - (4821) |0.000000|3650000.000000|-3650000.000000
200410115120058|12/10/2015 00:00:00|NUGROHO TEKNIK - (066) |0.000000|13220000.040000|-13220000.040000
200410115120058|12/10/2015 00:00:00|NUGROHO TEKNIK - (067) |0.000000|7200000.000000|-7200000.000000
200410115120138|12/11/2015 00:00:00| - (4951) |0.000000|5648500.040000|-5648500.040000
210510115120007|12/11/2015 00:00:00|TK.025-220915, INV. 2010509-CTG, NO.061 - (INV.201|0.000000|797500.000000|-797500.000000
200410115120066|12/11/2015 00:00:00|TK.612-210715, INV. 30007091, TAM.10.15.2015 - (30007091) |0.000000|1408000000.000000|-1408000000.000000
200410115120138|12/11/2015 00:00:00| - (068) |0.000000|4200000.000000|-4200000.000000
200410115120138|12/11/2015 00:00:00| - (4968) |0.000000|7782500.000000|-7782500.000000
210510115120007|12/11/2015 00:00:00|TK.020-290715, TK.022-050815, INV.2015440-CTG, NO.|0.000000|1218000.000000|-1218000.000000
200410115120117|12/15/2015 00:00:00| BAHAGIA BEARING- (BJL15112103)  Hutang Dagang |0.000000|1743300.000000|-1743300.000000
200410115120117|12/15/2015 00:00:00| BAHAGIA BEARING- (BJL15110232)  Hutang Dagang |0.000000|847000.000000|-847000.000000
200410115120117|12/15/2015 00:00:00| BAHAGIA BEARING- (BJL15111827)  Hutang Dagang |0.000000|1524600.000000|-1524600.000000
200410115120117|12/15/2015 00:00:00|BAHAGIA BEARING - (BJL15102407)  Hutang Dagang |0.000000|1694000.000000|-1694000.000000
200410115120117|12/15/2015 00:00:00| BAHAGIA BEARING- (BJL15111127)  Hutang Dagang |0.000000|1694000.000000|-1694000.000000
200410115120065|12/15/2015 00:00:00| GALAXY ANDRO- (FJ-15-10-00129) |0.000000|1650000.000000|-1650000.000000
200410115120065|12/15/2015 00:00:00|GALAXY ANDRO - (FJ-15-11-00053) |0.000000|8250000.000000|-8250000.000000
200410115120065|12/15/2015 00:00:00| GALAXY ANDRO- (FJ-15-11-00174) |0.000000|4125000.000000|-4125000.000000
200410115120063|12/16/2015 00:00:00| MAS- (109) |0.000000|20894500.000000|-20894500.000000
200410115120061|12/16/2015 00:00:00|MAS - (085) |0.000000|20894500.000000|-20894500.000000
200410115120061|12/16/2015 00:00:00|MAS - (075/MAS-PRO.INV) |0.000000|20894500.000000|-20894500.000000
200410115120064|12/16/2015 00:00:00|MAS - (108) |0.000000|20894500.000000|-20894500.000000
200410115120064|12/16/2015 00:00:00|MAS - (114) |0.000000|20894500.000000|-20894500.000000
200410115120229|12/16/2015 00:00:00|KL-18/XI/15 - (KL-18/XI/15)  Hutang Dagang |0.000000|49500000.000000|-49500000.000000
200410115120070|12/16/2015 00:00:00|MAS - (086) |0.000000|20894500.000000|-20894500.000000
200410115120068|12/16/2015 00:00:00|TOKO KEMENANGAN - (297) |0.000000|26775000.000000|-26775000.000000
200410115120063|12/16/2015 00:00:00| MAS- (111) |0.000000|20894500.000000|-20894500.000000
200410115120063|12/16/2015 00:00:00|MAS - (110)  Hutang Dagang |0.000000|20894500.000000|-20894500.000000
200410115120071|12/16/2015 00:00:00| - (103/MAS-PRO.INV) |0.000000|20894500.000000|-20894500.000000
200410115120064|12/16/2015 00:00:00|MAS - (107) |0.000000|20894500.000000|-20894500.000000
200410115120061|12/16/2015 00:00:00|MAS - (084) |0.000000|20894500.000000|-20894500.000000
200410115120069|12/16/2015 00:00:00|TOKO KEMENANGAN - (263) |0.000000|26775000.000000|-26775000.000000
200410115120071|12/16/2015 00:00:00|ISOLASI BOX ALUMINIUM L-300 105/MAS-PRO.INV - (105/MAS-PRO.INV) |0.000000|20894500.000000|-20894500.000000
200410115120062|12/16/2015 00:00:00|MAS - (112/MAS-PRO.INV/0615) |0.000000|20894500.000000|-20894500.000000
200410115120062|12/16/2015 00:00:00|MAS - (113/MAS-PRO.INV/0615) |0.000000|20894500.000000|-20894500.000000
100310115120098|12/16/2015 00:00:00| - (069) |0.000000|2745000.000000|-2745000.000000
200410115120070|12/16/2015 00:00:00|MAS - (087) |0.000000|20894500.000000|-20894500.000000
100310115120112|12/17/2015 00:00:00| - (ST05) |0.000000|620000.000000|-620000.000000
100310115120112|12/17/2015 00:00:00| - (SH01)  Hutang Dagang |0.000000|666000.000000|-666000.000000
200410115120077|12/18/2015 00:00:00|TK.613-210715, INV. 30007160, TAM.11.07.2015 - (30007160) |0.000000|2135040000.000000|-2135040000.000000
200410115120073|12/21/2015 00:00:00|MULIA JAYA - (4832) |0.000000|3477500.180000|-3477500.180000
100310115120124|12/21/2015 00:00:00| - (K15) |0.000000|350000.000000|-350000.000000
200410115120074|12/21/2015 00:00:00|MULIA JAYA - (4833) |0.000000|18750000.000000|-18750000.000000
200410115120075|12/21/2015 00:00:00|MULIA JAYA - (4892) |0.000000|8052500.000000|-8052500.000000
200410115120073|12/21/2015 00:00:00|MULIA JAYA - (4846) |0.000000|511250.000000|-511250.000000
200410115120207|12/21/2015 00:00:00| - (4871) |0.000000|4407000.000000|-4407000.000000
200410115120073|12/21/2015 00:00:00|MULIA JAYA - (4823) |0.000000|9800000.000000|-9800000.000000
200410115120073|12/21/2015 00:00:00|MULIA JAYA - (4847) |0.000000|5000000.000000|-5000000.000000
200410115120207|12/21/2015 00:00:00| - (4875) |0.000000|2301500.000000|-2301500.000000
200410115120076|12/21/2015 00:00:00|TK.614-210415, INV. 30007142, TAM.11.06.2015 - (30007142) |0.000000|2135040000.000000|-2135040000.000000
200410115120207|12/21/2015 00:00:00| - (4885) |0.000000|5046250.000000|-5046250.000000
200410115120075|12/21/2015 00:00:00|MULIA JAYA - (4888) |0.000000|5935000.000000|-5935000.000000
200410115120207|12/21/2015 00:00:00| - (4863) |0.000000|11189000.040000|-11189000.040000
200410115120074|12/21/2015 00:00:00|MULIA JAYA - (4858) |0.000000|3075000.050000|-3075000.050000
200410115120074|12/21/2015 00:00:00|MULIA JAYA - (4855) |0.000000|5214000.000000|-5214000.000000
200410115120207|12/21/2015 00:00:00| - (4886) |0.000000|7600000.000000|-7600000.000000
200410115120207|12/21/2015 00:00:00| - (4864) |0.000000|40930000.000000|-40930000.000000
200410115120075|12/21/2015 00:00:00|MULIA JAYA - (4889) |0.000000|892500.000000|-892500.000000
200410115120073|12/21/2015 00:00:00|MULIA JAYA - (4845) |0.000000|4506500.000000|-4506500.000000
200410115120074|12/21/2015 00:00:00|MULIA JAYA - (4854) |0.000000|1265000.000000|-1265000.000000
200410115120072|12/22/2015 00:00:00|TK.616A-240815, INV. 30007166, TAM.12.01.2015 - (30007166) |0.000000|1086720000.000000|-1086720000.000000
200410115120072|12/22/2015 00:00:00|tk.615-210715, inv. 30007153, tam.11.03.2015 - (30|0.000000|2135040000.000000|-2135040000.000000
200410115120206|12/23/2015 00:00:00| - (071) |0.000000|4780000.000000|-4780000.000000
100310115120142|12/23/2015 00:00:00| - (SD01) |0.000000|150000.000000|-150000.000000
100310115120142|12/23/2015 00:00:00| - (PD01) |0.000000|630000.000000|-630000.000000
200410115120206|12/23/2015 00:00:00|NUGROHO TEKNIK (076/XII/2015) - (076XII/2015) |0.000000|4005000.000000|-4005000.000000
200410115120206|12/23/2015 00:00:00| - (316) |0.000000|16150000.000000|-16150000.000000
100310115120142|12/23/2015 00:00:00| - (SH02) |0.000000|425000.000000|-425000.000000
200410115120206|12/23/2015 00:00:00|H-TECH (2307) - (2307) |0.000000|7500000.000000|-7500000.000000
200410115120090|12/28/2015 00:00:00|MAS , INV 060/MAS-PRO.INV/04/15 - (060/MAS-PRO) |0.000000|17367350.000000|-17367350.000000
200410115120084|12/28/2015 00:00:00|MAS  - (057) |0.000000|17367350.000000|-17367350.000000
200410115120084|12/28/2015 00:00:00|MAS - (058) |0.000000|17367350.000000|-17367350.000000
200410115120085|12/28/2015 00:00:00| - (054/MAS-PRO.INV) |0.000000|17367350.000000|-17367350.000000
200410115120089|12/28/2015 00:00:00|MAS, 135/MAS-PRO.INV/0815 - (135/MAS-PRO) |0.000000|29700000.000000|-29700000.000000
200410115120092|12/28/2015 00:00:00| MAS- (097) |0.000000|25000250.000000|-25000250.000000
200410115120093|12/28/2015 00:00:00|MAS, INV 070/MAS-PRO.INV/0515 - (070/MAS-PRO.INV) |0.000000|17367350.000000|-17367350.000000
200410115120090|12/28/2015 00:00:00|MAS - (063) |0.000000|17367350.000000|-17367350.000000
200410115120091|12/28/2015 00:00:00|MAS , 154/MAS-PRO.INV/1115 - (154/MAS-PRO) |0.000000|32340000.000000|-32340000.000000
200410115120093|12/28/2015 00:00:00|MAS - (064) |0.000000|17367350.000000|-17367350.000000
200410115120093|12/28/2015 00:00:00|MAS - (071) |0.000000|17367350.000000|-17367350.000000
200410115020070|12/28/2015 00:00:00|MAS - (121) |0.000000|17367350.000000|-17367350.000000
200410115020070|12/28/2015 00:00:00|MAS - (120) |0.000000|17367350.000000|-17367350.000000
200410115120092|12/28/2015 00:00:00|MAS - (099) |0.000000|25000250.000000|-25000250.000000
200410115120092|12/28/2015 00:00:00| MAS- (101) |0.000000|25000250.000000|-25000250.000000
100310115120155|12/28/2015 00:00:00| - (1204) |0.000000|632500.000000|-632500.000000
200410115120092|12/28/2015 00:00:00|MAS - (100) |0.000000|25000250.000000|-25000250.000000
200410115120085|12/28/2015 00:00:00|MAS - (055) |0.000000|17367350.000000|-17367350.000000
200410115120090|12/28/2015 00:00:00|MAS - (061) |0.000000|17367350.000000|-17367350.000000
200410115020070|12/28/2015 00:00:00|MAS - (115) |0.000000|17367350.000000|-17367350.000000
200410115020070|12/28/2015 00:00:00| MAS- (119) |0.000000|17367350.000000|-17367350.000000
200410115120087|12/29/2015 00:00:00|GALAXY ANDOMEDA, INV FJ-15-12-00001 - (FJ-15-12-00001) |0.000000|9750000.000000|-9750000.000000
100310115120167|12/29/2015 00:00:00| - (AJ15) |0.000000|322500.000000|-322500.000000
200410115120083|12/29/2015 00:00:00|PERDONI - (397) |0.000000|11999999.000000|-11999999.000000
100310115120167|12/29/2015 00:00:00| - (AJ17) |0.000000|964500.000000|-964500.000000
100310115120167|12/29/2015 00:00:00| - (AJ18) |0.000000|532500.000000|-532500.000000
200410115120086|12/30/2015 00:00:00|toyo - (057/02/2015) |0.000000|1732500.000000|-1732500.000000
200410115120107|12/30/2015 00:00:00|BLOWER EVAP KEB 293R - (144/05/2015) |0.000000|3080000.000000|-3080000.000000
200410115120082|12/30/2015 00:00:00| NUGROHO- (075) |0.000000|15585000.000000|-15585000.000000
200410115120106|12/30/2015 00:00:00|EVPA COND FTS-100 12V - (180/06/2015) |0.000000|3740000.000000|-3740000.000000
200410115120086|12/30/2015 00:00:00| toyo- (041/02/2015) |0.000000|3080000.000000|-3080000.000000
200410115120088|12/30/2015 00:00:00|TOYO, INV 063/03/2015 - (063/03/2015) |0.000000|35804500.000000|-35804500.000000
200410115120100|12/30/2015 00:00:00|UNIT THERMO - 300 24V - (209/07/2015) |0.000000|54000000.000000|-54000000.000000
200410115120106|12/30/2015 00:00:00|MOTOR FAN ASSY KFB 255 S-10 - (186/06/2015) |0.000000|4620000.000000|-4620000.000000
200410115120097|12/30/2015 00:00:00| TOYO SRT INV 211/07/2015,  JLN:228/07/TAM/15, PO:145-220515-BB,  - (211/07/2015) |0.000000|27000000.000000|-27000000.000000
200410115120106|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (191/06/2015) |0.000000|18700000.000000|-18700000.000000
200410115120086|12/30/2015 00:00:00| toyo- (031/02/2015) |0.000000|2310000.000000|-2310000.000000
200410115120101|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (210/07/2015) |0.000000|7480000.000000|-7480000.000000
200410115120106|12/30/2015 00:00:00|EVAPORATOR FTS-100 12V/24V, CASING FIBER COND 2 LUBANG, DRIER FUJI FTS-100 - (199/06/2015) |0.000000|15191500.000000|-15191500.000000
200410115120107|12/30/2015 00:00:00|EVAPORATOR FTS-100 12V, DRIER ORING - (142/05/2015) |0.000000|1990000.000000|-1990000.000000
200410115120106|12/30/2015 00:00:00|MOTOR ONLY BLOWER, MOTOR ONLY 163M - (182/06/2015) |0.000000|3080000.000000|-3080000.000000
200410115120107|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (129/05/2015) |0.000000|18700000.000000|-18700000.000000
200410115120104|12/30/2015 00:00:00|UNIT THERMO - 400 24V - (206/07/2015) |0.000000|75600000.000000|-75600000.000000
200410115120102|12/30/2015 00:00:00|UNI THERMO - 400 24V - (202/07/2015) |0.000000|75600000.000000|-75600000.000000
